$ZQDM,$SC,$ZQDM1,$SC1,JZRQ,DWJZ,ZXFE,FEBH,ZFEBH,YFEBH,YZGM,YYGM,ZXSSDW
159213,0,H30590,62,20260318,1.1961,539737500.00,0.00,-4500000.00,-63000000.00,677031450.00,779942325.00,150.00
159215,0,000510,1,20260318,1.2983,1009582800.00,0.00,0.00,-60000000.00,1334668461.60,1413988461.60,300.00
159216,0,399330,0,20260318,1.4427,11048200.00,0.00,0.00,0.00,15997793.60,15809974.20,150.00
159217,0,987018,102,20260318,1.2592,4386157500.00,0.00,0.00,460000000.00,5421290670.00,5123635537.50,100.00
159218,0,931594,62,20260318,1.8080,2252616300.00,-144000000.00,-194000000.00,-58000000.00,4665697284.10,4313920632.10,100.00
159219,0,399330,0,20260318,1.3395,40388000.00,-2000000.00,2000000.00,2000000.00,51555084.00,50979264.00,200.00
159220,0,SPAHLVCP,12,20260318,0.6239,471569500.00,0.00,0.00,14000000.00,294730937.50,292844480.00,200.00
159221,0,980092,102,20260318,1.3492,1042013200.00,11000000.00,151000000.00,222000000.00,1245636453.60,1101277727.60,100.00
159222,0,980092,102,20260318,1.4391,1327370400.00,16000000.00,152000000.00,303000000.00,1750126525.60,1465874042.40,100.00
159223,0,980092,102,20260318,1.3172,334844700.00,0.00,14000000.00,15000000.00,436348792.00,418996557.00,100.00
159225,0,980092,102,20260318,1.4152,293744800.00,0.00,18000000.00,38000000.00,403690387.20,359832933.60,100.00
159226,0,000510,1,20260318,1.2752,69094800.00,0.00,0.00,3000000.00,89546860.80,85989334.80,300.00
159227,0,CN5082,102,20260318,1.3633,2875911100.00,-25000000.00,249000000.00,462000000.00,3832663294.90,3582244072.40,100.00
159228,0,930955,62,20260318,1.0709,143212600.00,0.00,-2000000.00,-11000000.00,156103545.00,163002718.20,100.00
159229,0,932368,62,20260318,1.3629,125556000.00,4000000.00,23500000.00,28500000.00,,129666816.00,50.00
159230,0,980076,102,20260318,1.2711,443304200.00,-11000000.00,-46000000.00,-83000000.00,655667628.00,706300236.40,100.00
159231,0,980076,102,20260318,0.6644,309091800.00,-1000000.00,0.00,9000000.00,216673351.80,210964535.40,100.00
159232,0,932365,62,20260318,1.3907,2798948500.00,34000000.00,220000000.00,476000000.00,3687896355.00,3168501754.00,200.00
159233,0,932365,62,20260318,1.3656,433623400.00,2000000.00,10000000.00,-32000000.00,591378266.40,619279122.00,100.00
159235,0,932365,62,20260318,1.4081,2370729500.00,-15000000.00,365000000.00,248000000.00,2896273398.00,2933612169.00,100.00
159236,0,932365,62,20260318,1.3765,57722100.00,0.00,2000000.00,1000000.00,78679605.20,76574835.00,100.00
159237,0,931239,62,20260318,1.0564,29334200.00,0.00,-2000000.00,-13000000.00,33245586.20,45974941.20,100.00
159238,0,000300,1,20260318,1.2661,33016100.00,-2000000.00,-2000000.00,-2000000.00,44925656.30,44785591.90,100.00
159239,0,HZ5554,27,20260318,0.9843,90280700.00,0.00,-4000000.00,0.00,92583647.40,91273787.70,50.00
159240,0,000510,1,20260318,1.2861,17619700.00,3000000.00,3000000.00,3000000.00,19122567.60,19151807.00,300.00
159241,0,CN5082,102,20260318,1.3914,715074200.00,-5000000.00,28000000.00,61000000.00,1024427632.20,990268338.80,100.00
159242,0,970070,102,20260318,1.8408,223278500.00,-18000000.00,1000000.00,-1000000.00,414327124.00,429493327.50,100.00
159243,0,970070,102,20260318,1.1051,196030200.00,-7000000.00,15000000.00,1000000.00,202391763.60,223894669.60,100.00
159245,0,987024,102,20260318,0.9348,163113200.00,0.00,1000000.00,-2000000.00,151575842.00,164617860.40,100.00
159246,0,970070,102,20260318,1.0302,3321655600.00,-64000000.00,-12000000.00,-6000000.00,3477002790.80,3567246803.20,200.00
159247,0,399006,0,20260318,1.0024,251984900.00,0.00,-16000000.00,8000000.00,268788854.70,242033020.80,200.00
159248,0,930713,62,20260318,1.5148,202095600.00,-5000000.00,-6000000.00,-18000000.00,316305312.00,343569231.60,100.00
159249,0,000510,1,20260318,1.3105,114191900.00,0.00,12000000.00,12000000.00,136017418.90,136221802.70,300.00
159251,0,987008,102,20260318,0.8800,294787700.00,0.00,19000000.00,51000000.00,239383723.60,224772259.40,100.00
159253,0,399986,0,20260318,0.9546,100704900.00,-2100000.00,-7200000.00,-14700000.00,101106891.30,107095747.20,30.00
159255,0,980076,102,20260318,1.1496,44338800.00,0.00,0.00,-1000000.00,53827303.20,55177319.60,100.00
159256,0,399264,0,20260318,1.0327,498183700.00,-17000000.00,-3000000.00,-66000000.00,532257089.40,618345335.20,100.00
159257,0,980076,102,20260318,1.1539,142416900.00,0.00,3000000.00,1000000.00,169391533.50,172245784.20,100.00
159258,0,H30590,62,20260318,1.1120,1570265600.00,-15000000.00,-27000000.00,-57000000.00,1843244502.40,1960855048.00,150.00
159259,0,980080,102,20260318,1.1100,1031696400.00,16000000.00,-6000000.00,-80000000.00,1174672324.80,1243988271.60,200.00
159260,0,399975,0,20260318,0.8767,1062213500.00,2500000.00,12500000.00,33000000.00,930046161.00,950993274.00,50.00
159261,0,399266,0,20260318,1.6312,61814900.00,0.00,-6000000.00,6000000.00,112776178.70,89638729.40,200.00
159262,0,HZ5506,27,20260318,0.9554,11016220400.00,2000000.00,-1000000.00,818500000.00,10411273278.00,10269104442.80,50.00
159263,0,980081,102,20260318,1.2109,2133105100.00,21000000.00,224000000.00,472000000.00,2348199273.00,1993326120.00,100.00
159265,0,987024,102,20260318,0.9547,389950800.00,0.00,0.00,-25000000.00,371623112.40,422004963.60,100.00
159266,0,931233,62,20260318,1.0413,470710000.00,-1000000.00,2000000.00,-68000000.00,489333240.00,563490660.00,100.00
159267,0,CN5082,102,20260318,1.1631,1652506100.00,-13000000.00,90000000.00,202000000.00,1946882600.60,1837791228.70,100.00
159268,0,987024,102,20260318,0.9244,789055000.00,2000000.00,12000000.00,-17000000.00,717998820.00,794770230.00,100.00
159269,0,931573CNY00,62,20260318,0.9377,2186311700.00,0.00,13000000.00,26000000.00,2010313322.50,2089021413.90,100.00
159270,0,399019,0,20260318,1.1870,140763600.00,-4000000.00,0.00,-2000000.00,171872355.60,175313700.80,200.00
159271,0,HSI,27,20260318,1.0026,76386700.00,0.00,1000000.00,11000000.00,75160539.90,67152140.90,100.00
159272,0,980022,102,20260318,0.8674,2831164600.00,12000000.00,34000000.00,45000000.00,2520245304.60,2658001028.40,100.00
159273,0,931470,62,20260318,1.3770,1083777500.00,0.00,18000000.00,18000000.00,1472904505.00,1464378285.00,200.00
159275,0,930910,62,20260318,1.0326,205302900.00,0.00,7000000.00,15000000.00,207226530.50,184974418.80,100.00
159276,0,980092,102,20260318,1.2643,369696600.00,3000000.00,28000000.00,77000000.00,447622546.00,368797716.00,100.00
159277,0,930914,62,20260318,1.0167,84557000.00,0.00,-1000000.00,-15000000.00,87353697.00,101647697.00,100.00
159278,0,980022,102,20260318,1.0263,1357545800.00,13000000.00,16000000.00,-29000000.00,1431429368.60,1562637116.60,100.00
159279,0,970070,102,20260318,1.2446,166387500.00,-5000000.00,8000000.00,9000000.00,199568250.00,203816812.50,100.00
159280,0,987022,102,20260318,0.8316,117717100.00,0.00,-1000000.00,18000000.00,97941607.50,87950482.20,100.00
159281,0,931233,62,20260318,1.0283,377233000.00,0.00,42000000.00,12000000.00,346630922.00,381668485.00,100.00
159283,0,931855,62,20260318,1.1734,291437900.00,-7000000.00,-3000000.00,3000000.00,366575185.50,355932368.60,100.00
159285,0,987024,102,20260318,0.9206,320486600.00,0.00,0.00,-6000000.00,294527185.40,319956868.00,100.00
159286,0,987018,102,20260318,0.8025,715785400.00,0.00,-7000000.00,26000000.00,568832109.80,571142311.20,100.00
159287,0,399102,0,20260318,1.1472,265568700.00,16000000.00,8000000.00,-16000000.00,299552398.10,324648711.10,400.00
159288,0,399102,0,20260318,1.0590,180174900.00,0.00,-4000000.00,-28000000.00,197988017.50,222330793.20,400.00
159289,0,399102,0,20260318,1.1136,48902600.00,0.00,-5000000.00,-15000000.00,60748230.20,71443106.80,500.00
159290,0,399102,0,20260318,1.1395,66100300.00,0.00,-3000000.00,-15000000.00,79603545.60,91400038.10,300.00
159291,0,399102,0,20260318,1.1627,29457300.00,0.00,0.00,-2000000.00,34818528.60,36647754.50,200.00
159292,0,399102,0,20260318,1.1920,43189500.00,0.00,0.00,-6000000.00,52302484.50,58732263.00,300.00
159293,0,399102,0,20260318,1.0252,47159300.00,0.00,0.00,-2000000.00,49139990.60,50929034.80,200.00
159295,0,399102,0,20260318,1.0684,118958200.00,0.00,-2000000.00,-24000000.00,132691145.40,155538521.60,200.00
159296,0,932422,62,20260318,1.0387,57042900.00,-2000000.00,-3000000.00,-14000000.00,62804873.40,72108543.50,100.00
159297,0,987018,102,20260318,0.7844,2153418600.00,49000000.00,61000000.00,119000000.00,1606977484.80,1649913484.60,100.00
159298,0,399673,0,20260318,1.1599,252281000.00,0.00,-14000000.00,-28000000.00,308353398.00,320921745.00,100.00
159299,0,930986,62,20260318,0.8713,230472900.00,-1000000.00,9000000.00,13000000.00,197553826.80,199422649.30,100.00
159300,0,000300,1,20260318,4.9366,225058000.00,-1800000.00,-3600000.00,9000000.00,1137344892.00,1077049130.00,90.00
159301,0,000995,62,20260318,1.0349,92458300.00,0.00,8500000.00,4500000.00,88827881.40,84615884.60,50.00
589120,1,950161,62,20260318,0.7954,621620000.00,-3000000.00,-2000000.00,20000000.00,488294460.00,485507340.00,100.00
589130,1,000685,1,20260318,0.9863,2159780000.00,-9000000.00,21000000.00,18000000.00,2147335120.00,2257436120.00,300.00
589150,1,000688,1,20260318,1.0049,95437200.00,-2000000.00,6000000.00,4000000.00,91941441.60,98020678.40,200.00
589160,1,000685,1,20260318,0.8986,536296000.00,-6000000.00,6000000.00,18000000.00,485220840.00,498082456.00,600.00
589170,1,950162,62,20260318,0.9514,378909000.00,-3000000.00,6000000.00,-42000000.00,357992640.00,420909000.00,300.00
589180,1,000689,1,20260318,1.5411,14318000.00,0.00,0.00,0.00,22880164.00,22822892.00,300.00
589190,1,000685,1,20260318,0.9069,1350781000.00,0.00,21000000.00,0.00,1227387863.00,1304854446.00,300.00
589200,1,000699,1,20260318,1.3139,37507000.00,0.00,3000000.00,0.00,47033041.00,50821985.00,300.00
589210,1,950162,62,20260318,1.1858,72469000.00,-4000000.00,0.00,-8000000.00,86600455.00,100344843.00,400.00
589220,1,000699,1,20260318,0.9612,472495800.00,-3000000.00,24000000.00,-114000000.00,448944295.80,584149816.80,300.00
589230,1,950180,62,20260318,0.8868,546053000.00,-5000000.00,42500000.00,70000000.00,464779419.00,465103781.00,250.00
589300,1,000680,1,20260318,1.5041,65582500.00,0.00,0.00,4000000.00,100997050.00,96253447.50,400.00
589380,1,950180,62,20260318,1.4546,129694300.00,0.00,4000000.00,-18000000.00,190049781.60,235424714.20,200.00
589500,1,000681,1,20260318,1.3911,115064000.00,0.00,0.00,0.00,164426456.00,166382544.00,500.00
589520,1,950180,62,20260318,0.6211,1095104600.00,-18000000.00,27000000.00,87000000.00,688927467.00,686519232.60,300.00
589550,1,950228,62,20260318,1.2305,31295500.00,0.00,0.00,-3000000.00,39401034.50,45235764.50,300.00
589560,1,950180,62,20260318,0.9885,436355000.00,0.00,24000000.00,33000000.00,424313295.00,436833465.00,300.00
589580,1,000681,1,20260318,1.3744,10354800.00,0.00,4000000.00,0.00,9011106.40,14838428.40,400.00
589600,1,000681,1,20260318,1.3687,293535000.00,0.00,0.00,-12000000.00,412123140.00,434776305.00,400.00
589630,1,000680,1,20260318,1.4102,219629000.00,0.00,0.00,-45000000.00,316485389.00,386358340.00,300.00
589660,1,000680,1,20260318,1.3827,313530000.00,-8000000.00,4000000.00,-4000000.00,440770720.00,458513320.00,400.00
589680,1,000680,1,20260318,1.3581,659943700.00,5000000.00,-10000000.00,-190000000.00,933231574.10,1200970448.10,500.00
589700,1,000690,1,20260318,1.6925,16291000.00,0.00,0.00,-2000000.00,28232303.00,31570266.00,200.00
589720,1,950161,62,20260318,0.8605,1497823000.00,-25000000.00,-33000000.00,-94000000.00,1298137904.00,1389661479.00,100.00
589770,1,000680,1,20260318,1.3865,208569200.00,0.00,-5000000.00,-10000000.00,304336110.00,315613924.80,500.00
589780,1,000699,1,20260318,1.1584,84215000.00,0.00,9000000.00,3000000.00,91912730.00,97214355.00,300.00
589800,1,000680,1,20260318,1.3806,1071988200.00,-8000000.00,0.00,-8000000.00,1517935291.20,1547623090.60,400.00
589820,1,000699,1,20260318,1.1970,207720200.00,0.00,-3000000.00,-9000000.00,261503768.20,268733048.00,300.00
589850,1,000688,1,20260318,1.3131,448057000.00,-6000000.00,21000000.00,72000000.00,572683437.00,527231914.00,300.00
589860,1,000680,1,20260318,1.3705,206224000.00,0.00,-4000000.00,0.00,295785168.00,294487872.00,400.00
589880,1,000680,1,20260318,1.3757,449996000.00,0.00,0.00,-5000000.00,635844348.00,652464264.00,500.00
589890,1,000681,1,20260318,1.3677,319987000.00,-5000000.00,-5000000.00,0.00,456606735.00,455981475.00,500.00
589900,1,000680,1,20260318,1.3817,253908200.00,0.00,-5000000.00,-10000000.00,366355103.00,379236083.40,500.00
589950,1,000698,1,20260318,1.0859,438873000.00,0.00,-6000000.00,-6000000.00,494698776.00,503151363.00,300.00
589960,1,000692,1,20260318,1.1290,150316000.00,4000000.00,-15000000.00,-7000000.00,197717936.00,182486560.00,100.00
589980,1,000698,1,20260318,1.5129,177122000.00,-3000000.00,-3000000.00,-24000000.00,278828856.00,316163784.00,300.00
589990,1,000680,1,20260318,1.4306,150090000.00,0.00,-4000000.00,-8000000.00,225587760.00,234131290.00,400.00
510010,1,000021,1,20260318,1.8060,139524400.00,0.00,0.00,-1000000.00,253097261.60,256035456.80,100.00
510020,1,000043,1,20260318,3.8422,36848000.00,0.00,0.00,1000000.00,143265024.00,140093984.00,100.00
510030,1,000029,1,20260318,1.0920,168229800.00,1000000.00,0.00,3000000.00,183202252.20,178282954.20,50.00
510040,1,000010,1,20260318,1.1881,36480000.00,0.00,0.00,2000000.00,44213760.00,42031120.00,200.00
510050,1,000016,1,20260318,3.0378,23280066800.00,153900000.00,358200000.00,-526500000.00,70186756141.60,74252681849.20,90.00
510060,1,000042,1,20260318,2.6747,37959200.00,0.00,0.00,-3000000.00,102565758.40,108705716.80,100.00
510090,1,000048,1,20260318,2.6854,27081100.00,0.00,0.00,-500000.00,73850159.70,74799943.20,50.00
510100,1,000016,1,20260318,2.9627,1224506800.00,-42300000.00,-30600000.00,-1800000.00,3746493798.00,3729198978.80,90.00
510130,1,000044,1,20260318,7.3903,33885100.00,-400000.00,0.00,0.00,254680411.60,252579535.40,40.00
510150,1,000069,1,20260318,0.5292,3303178600.00,-2000000.00,-30000000.00,-124000000.00,1769917836.60,1881521051.40,200.00
510160,1,000901,1,20260318,0.9701,206057400.00,-4000000.00,4000000.00,-2000000.00,199026539.00,200567333.60,200.00
510170,1,000066,1,20260318,1.4700,478914800.00,-10000000.00,-12000000.00,52000000.00,768281662.00,649337410.80,200.00
510180,1,000010,1,20260318,4.0847,5580557700.00,-7500000.00,-17000000.00,-23500000.00,23285840032.00,23475397705.30,50.00
510190,1,000016,1,20260318,4.3286,30650800.00,0.00,-500000.00,-2000000.00,135786337.20,145132806.00,50.00
510200,1,950105,62,20260318,1.1884,153385500.00,0.00,1000000.00,4500000.00,183319756.50,186851302.50,50.00
510210,1,000001,1,20260318,1.0253,7814192600.00,369000000.00,981000000.00,807000000.00,7147519459.60,7266458726.20,300.00
510230,1,000018,1,20260318,1.3352,3265808000.00,-21000000.00,-9000000.00,-104000000.00,4332570984.00,4515542720.00,100.00
510270,1,000056,1,20260318,1.5461,17832100.00,-2000000.00,-2000000.00,-1000000.00,31076900.70,29453404.40,100.00
510290,1,000009,1,20260318,2.6487,62448900.00,0.00,0.00,0.00,171109986.00,171297332.70,200.00
510300,1,000300,1,20260318,4.6679,44575687700.00,243000000.00,481500000.00,-1332000000.00,207727718254.70,216500655193.20,90.00
510310,1,000300,1,20260318,4.5168,31632944000.00,3600000.00,-21600000.00,-547200000.00,144281411552.00,146805816928.00,90.00
510320,1,000300,1,20260318,1.2550,424068500.00,0.00,0.00,0.00,537294789.50,538142926.50,300.00
510330,1,000300,1,20260318,4.8586,19167549800.00,12600000.00,63900000.00,-117900000.00,93703402269.00,94710843967.80,90.00
510350,1,000300,1,20260318,4.8624,703914700.00,-2700000.00,900000.00,3600000.00,3445475044.70,3444848009.30,90.00
510360,1,000300,1,20260318,1.7717,1712381200.00,3000000.00,3000000.00,-264000000.00,3054664204.40,3537722348.00,300.00
510370,1,000300,1,20260318,1.0358,87258100.00,0.00,0.00,-3000000.00,91184714.50,94680746.90,300.00
510380,1,000300,1,20260318,1.3764,1092802400.00,-42000000.00,-129000000.00,90000000.00,1697083533.60,1393895336.00,300.00
510390,1,000300,1,20260318,5.2224,93350000.00,0.00,0.00,0.00,492141200.00,492981350.00,90.00
510410,1,000068,1,20260318,2.0805,548258400.00,-8000000.00,-4000000.00,46000000.00,1226565906.40,1088896211.20,100.00
510500,1,000905,1,20260318,8.1625,9344168600.00,102800000.00,32400000.00,-1566400000.00,78852056504.80,92401605473.40,40.00
510510,1,000905,1,20260318,2.5784,925038300.00,-10000000.00,-54000000.00,-90000000.00,2615990337.60,2714212414.20,200.00
510530,1,000905,1,20260318,8.8119,50479400.00,0.00,0.00,0.00,460927401.40,461078839.60,50.00
510550,1,000905,1,20260318,2.0545,21743300.00,0.00,0.00,2000000.00,46313229.00,42013742.40,200.00
510560,1,000905,1,20260318,1.9703,78318700.00,0.00,0.00,0.00,160396697.60,160944928.50,200.00
510570,1,000905,1,20260318,1.2649,25560600.00,0.00,0.00,0.00,33484386.00,33458825.40,250.00
510580,1,000905,1,20260318,4.1779,957368300.00,-12000000.00,-8000000.00,26400000.00,4182940843.90,4030161770.70,80.00
510590,1,000905,1,20260318,8.5974,138386100.00,0.00,-11200000.00,-11200000.00,1330269187.30,1336103045.20,40.00
510600,1,000016,1,20260318,3.8928,12715100.00,300000.00,900000.00,300000.00,46338822.20,49585909.40,30.00
510630,1,000036,1,20260318,0.9069,488361500.00,-5000000.00,-28000000.00,-25000000.00,464725350.00,468699049.50,100.00
510650,1,000038,1,20260318,2.8973,11452500.00,0.00,500000.00,0.00,31335102.50,33349680.00,50.00
510660,1,000037,1,20260318,2.3537,35879700.00,0.00,0.00,500000.00,84353174.70,86220328.90,50.00
510670,1,000010,1,20260318,0.9960,367993000.00,0.00,-7500000.00,-82500000.00,380374409.00,460854339.00,250.00
510680,1,000016,1,20260318,3.1756,29224700.00,-1200000.00,1200000.00,-600000.00,89735089.40,97258346.70,30.00
510710,1,000016,1,20260318,4.2479,113318900.00,300000.00,0.00,-3000000.00,484664935.30,507034085.10,30.00
510720,1,000151,1,20260318,1.0247,1740766000.00,44000000.00,12000000.00,-556000000.00,1791001576.00,2296766000.00,100.00
510760,1,000001,1,20260318,1.3222,1970503700.00,36000000.00,213000000.00,447000000.00,2376145002.40,2041494958.00,300.00
510770,1,950049,62,20260318,0.8407,20110700.00,0.00,1500000.00,1500000.00,16340194.60,16693797.90,150.00
510800,1,000016,1,20260318,1.4001,208576000.00,0.00,0.00,-9000000.00,294300736.00,313091864.00,100.00
510810,1,950096,62,20260318,0.9138,5909493700.00,-1300000.00,-3900000.00,-1300000.00,5440322204.00,5544324490.60,130.00
510850,1,000016,1,20260318,3.5592,70098900.00,0.00,-1200000.00,-4200000.00,255392659.80,271562479.50,60.00
510880,1,000015,1,20260318,3.2958,5071675700.00,27500000.00,29000000.00,-907000000.00,16706384594.10,19071975483.00,50.00
510900,1,HZ5014,27,20260318,1.1058,4425021900.00,-1000000.00,-500000000.00,-1276000000.00,5333798717.70,6425051681.30,100.00
510950,1,000016,1,20260318,1.2705,92700000.00,3000000.00,7500000.00,3000000.00,109056000.00,117058500.00,75.00
510980,1,000001,1,20260318,1.4168,317798000.00,12000000.00,54000000.00,63000000.00,379605322.00,365635130.00,300.00
510990,1,931088,62,20260318,1.0552,40948600.00,0.00,0.00,-2000000.00,43610259.00,46298590.80,200.00
159170,0,987022,102,20260318,1.0094,337638300.00,337638300.00,0.00,0.00,,,100.00
159181,0,399439,0,20260318,0.9935,209405300.00,209405300.00,0.00,0.00,,,100.00
159189,0,399439,0,20260318,0.9895,249083100.00,249083100.00,0.00,0.00,,,100.00
159302,0,930914,62,20260318,1.3548,87797600.00,-500000.00,-1000000.00,-17000000.00,120764736.00,142629533.60,50.00
159303,0,HZ5313,27,20260318,1.6188,48991600.00,-1000000.00,-1000000.00,5000000.00,80386492.80,76765342.00,100.00
159305,0,980027,102,20260318,2.0121,237820100.00,-1500000.00,65000000.00,83500000.00,363095030.10,297220512.60,50.00
159306,0,931230,62,20260318,1.3666,22244600.00,0.00,0.00,-2000000.00,31609576.60,36027475.60,100.00
159307,0,930955,62,20260318,1.0898,4130903500.00,282000000.00,328000000.00,1228000000.00,4190799657.00,3146747394.00,100.00
159309,0,931248,62,20260318,1.5799,1678371700.00,-76000000.00,-528000000.00,1143000000.00,3580941269.10,791814744.30,100.00
159310,0,H30007,62,20260318,2.2092,534981000.00,0.00,0.00,0.00,1184982915.00,1242225882.00,100.00
159311,0,931582,62,20260318,1.2731,35383900.00,0.00,0.00,0.00,45715998.80,47945184.50,200.00
159312,0,HZ5552,27,20260318,1.2307,42224300.00,-1000000.00,-3000000.00,-13000000.00,55083197.40,69306496.50,100.00
159315,0,931238,62,20260318,1.9383,189089600.00,0.00,500000.00,15500000.00,395283801.60,372002512.80,50.00
159316,0,HZ5496,27,20260318,1.2488,3317336100.00,0.00,12000000.00,89000000.00,4072174075.20,4209750274.40,100.00
159318,0,HZ5552,27,20260318,1.3679,22601600.00,0.00,0.00,-2000000.00,30715574.40,34393036.80,100.00
159320,0,HZ5446,27,20260318,2.0942,436745100.00,31000000.00,-2000000.00,181000000.00,995512631.90,530415337.40,100.00
159321,0,931238,62,20260318,1.8170,417900300.00,-2500000.00,-9500000.00,44500000.00,838559388.60,749041001.80,50.00
159322,0,931238,62,20260318,1.9103,134411600.00,0.00,-1000000.00,8000000.00,279218719.20,265970006.40,100.00
159323,0,931239,62,20260318,1.2766,93097300.00,0.00,-2000000.00,-12000000.00,122200030.50,137572365.70,100.00
159325,0,932066,62,20260318,1.5579,218460500.00,0.00,0.00,8000000.00,342764524.50,350416732.50,200.00
159326,0,931994,62,20260318,1.9429,16681265500.00,-19000000.00,373000000.00,6558000000.00,34345207143.00,19335437105.00,100.00
159327,0,931743,62,20260318,2.0382,500524600.00,-4000000.00,3000000.00,-7000000.00,1033358594.20,1115031546.20,100.00
159328,0,931021,62,20260318,1.1025,113556700.00,1000000.00,1000000.00,8000000.00,126288617.40,122551328.70,100.00
159329,0,WISAUS,12,20260317,0.9220,1476689100.00,0.00,4000000.00,22000000.00,1371073552.10,1355770241.20,50.00
159330,0,000300,1,20260318,1.4329,335801000.00,3000000.00,0.00,0.00,485232445.00,486575649.00,300.00
159331,0,930914,62,20260318,1.3462,185694100.00,0.00,-6000000.00,-21000000.00,258595340.90,280070505.50,100.00
159332,0,000825,62,20260318,1.2726,68021400.00,0.00,1000000.00,-11500000.00,86256541.80,97811322.00,50.00
159333,0,931233,62,20260318,1.4729,309952800.00,0.00,1000000.00,-23000000.00,456941191.20,494101955.20,100.00
159335,0,932052,62,20260318,1.5351,118283600.00,-600000.00,200000.00,-51600000.00,189169927.20,264338881.60,20.00
159336,0,931132,62,20260318,1.2682,462905000.00,0.00,1000000.00,-51000000.00,597705070.00,632103150.00,100.00
159337,0,000905,1,20260318,1.8150,301710600.00,-6000000.00,-22000000.00,-46000000.00,608575928.00,654043638.60,200.00
159338,0,000510,1,20260318,1.2284,25148086600.00,-243000000.00,-513000000.00,-1707000000.00,32153341509.80,33568858250.00,300.00
159339,0,000510,1,20260318,1.2352,2138086800.00,-15000000.00,-6000000.00,-102000000.00,2701549368.00,2815789107.60,300.00
159350,0,399850,0,20260318,1.4941,89009600.00,-6000000.00,-7000000.00,-18000000.00,142766275.20,156876073.60,100.00
159351,0,000510,1,20260318,1.2329,7733123300.00,-126000000.00,-150000000.00,-291000000.00,9901202864.80,10086322988.10,300.00
159352,0,000510,1,20260318,1.2766,30513101700.00,-333000000.00,-273000000.00,-1404000000.00,40052718311.70,41524149311.70,300.00
159353,0,000510,1,20260318,1.2412,3368161800.00,-3000000.00,-18000000.00,-198000000.00,4286880838.80,4504062353.40,300.00
159355,0,931848,62,20260318,1.0878,156234200.00,1000000.00,5000000.00,-8000000.00,165147746.40,172774378.40,100.00
159356,0,000510,1,20260318,1.2830,902120600.00,-3000000.00,-15000000.00,-141000000.00,1198676624.20,1362315503.60,300.00
159357,0,000510,1,20260318,1.2860,1567833800.00,-3000000.00,-9000000.00,-21000000.00,2065652278.00,2079783444.20,300.00
159358,0,000510,1,20260318,1.3072,956106400.00,-3000000.00,-24000000.00,-84000000.00,1305501724.80,1383341512.00,300.00
159359,0,000510,1,20260318,1.2875,671140400.00,0.00,0.00,0.00,880536204.80,879865064.40,300.00
159360,0,000510,1,20260318,1.3080,1268184500.00,0.00,3000000.00,-9000000.00,1689021307.50,1699932569.50,300.00
159361,0,000510,1,20260318,1.2504,21650090200.00,-129000000.00,-525000000.00,-1011000000.00,28273240005.00,28824906734.40,300.00
159362,0,000510,1,20260318,1.2990,1397180100.00,-3000000.00,45000000.00,72000000.00,1787582092.20,1750562912.10,300.00
159363,0,970070,102,20260318,1.0928,5304169900.00,-238000000.00,-188000000.00,-564000000.00,6074339909.40,6677977346.20,200.00
159365,0,HZ5552,27,20260318,1.0418,161162300.00,-4000000.00,-11000000.00,-3000000.00,178015818.20,175325336.40,100.00
159366,0,932069,62,20260318,1.3576,272333000.00,4000000.00,18000000.00,-1000000.00,344366882.00,402892842.00,100.00
159367,0,399673,0,20260318,1.6579,82079000.00,-2000000.00,0.00,-6000000.00,135758666.00,144097244.00,200.00
159368,0,399266,0,20260318,1.5547,412289800.00,4000000.00,-18000000.00,-94000000.00,683300202.40,774117104.20,200.00
159369,0,399673,0,20260318,1.3376,480753400.00,-2000000.00,-28000000.00,-43000000.00,680203295.80,690306981.20,100.00
159370,0,399673,0,20260318,1.7381,138316000.00,0.00,-29000000.00,-22000000.00,289958628.00,274460992.00,100.00
159371,0,399673,0,20260318,1.6451,80221100.00,0.00,-4000000.00,-8000000.00,138459488.40,143094624.20,200.00
159372,0,399673,0,20260318,1.7522,125451500.00,1000000.00,-7000000.00,-2000000.00,231525222.00,220236192.00,100.00
159373,0,399673,0,20260318,1.6823,202557400.00,-1000000.00,-2000000.00,-10000000.00,343247317.20,352420169.20,100.00
159375,0,399673,0,20260318,1.7524,100638100.00,-3000000.00,-5000000.00,-7000000.00,184655398.80,185998636.80,100.00
159376,0,000510,1,20260318,1.3386,63922300.00,-3000000.00,-3000000.00,-21000000.00,91348939.50,116003861.80,300.00
159377,0,399275,0,20260318,1.0813,70129300.00,0.00,-2000000.00,-4000000.00,78620937.00,83321333.20,100.00
159378,0,980076,102,20260318,1.3735,544771000.00,-5000000.00,-12000000.00,17500000.00,805647637.00,765070221.00,50.00
159379,0,000510,1,20260318,1.3340,248821400.00,0.00,0.00,24000000.00,338148282.60,305307461.20,300.00
159380,0,000510,1,20260318,1.3508,136804300.00,-15000000.00,-45000000.00,-48000000.00,250344521.10,254290716.80,300.00
159381,0,970070,102,20260318,2.0668,899576600.00,-44000000.00,-10000000.00,-14000000.00,1901924670.60,1966930419.80,200.00
159382,0,970070,102,20260318,2.3362,921055700.00,-22000000.00,6000000.00,-22000000.00,2164106730.50,2291625351.00,100.00
159383,0,399673,0,20260318,1.6396,34092400.00,0.00,0.00,-2000000.00,55775166.40,58325318.40,100.00
